id,name,team_id,team_name,position,price,ownership,status,chance,minutes,total_points,form,ppg,ep_next,ep_this,goals,assists,clean_sheets,bonus,bps,ict,creativity,threat,influence,starts,news,fixture_next3,fixture_next6,expected_minutes,expected_gw_points,value,captain_score,differential_score,transfer_score,recommendation
542,E.Le Fée,20,Sunderland,MID,6.0,11.9,a,100.0,2930.0,147.0,0.0,4.1,2.1,0.0,5.0,6.0,10.0,16.0,621.0,186.9,816.4,324.0,725.8,33.0,,0.6666666666666666,0.5,68.5,2.519,0.41983333333333334,36.10805555555555,16.02811222222222,3.2635973125000004,BUY
82,Kelleher,4,Brentford,GK,5.0,5.9,a,100.0,3330.0,143.0,0.0,3.9,2.6,0.0,0.0,0.0,10.0,11.0,570.0,93.8,23.0,0.0,913.8,37.0,,0.5833333333333334,0.4583333333333333,69.6,2.098,0.4196,25.726624999999995,14.08060231111111,2.895128053333333,WATCH
248,Beto,9,Everton,FWD,5.5,2.9,a,100.0,1551.0,104.0,0.0,2.8,1.8,0.0,9.0,1.0,5.0,15.0,343.0,124.5,159.8,655.0,445.8,17.0,,0.4166666666666667,0.5416666666666666,69.0,2.306,0.4192727272727273,33.619375,15.49119676767677,2.999321287878788,WATCH
440,Zirkzee,16,Man Utd,FWD,5.5,0.7,a,100.0,607.0,42.0,0.0,1.8,1.8,0.0,2.0,1.0,2.0,6.0,146.0,58.3,177.7,245.0,164.4,5.0,,0.6666666666666666,0.5416666666666666,69.0,2.302,0.41854545454545455,33.985625,15.632526868686872,3.1861050757575757,BUY
347,Nmecha,13,Leeds,FWD,5.5,0.6,a,100.0,1065.0,73.0,0.0,2.4,1.8,0.0,6.0,1.0,3.0,8.0,268.0,87.8,153.5,434.0,290.4,10.0,,0.5,0.4583333333333333,69.0,2.3,0.41818181818181815,33.621874999999996,15.627636363636366,3.037101136363636,WATCH
96,Damsgaard,4,Brentford,MID,5.5,0.6,a,100.0,2046.0,113.0,0.0,3.4,2.0,0.0,4.0,4.0,5.0,9.0,467.0,155.0,691.3,326.0,530.6,24.0,,0.5833333333333334,0.4583333333333333,67.2,2.296,0.4174545454545454,33.67729166666666,15.46507296969697,3.060042636363636,WATCH
234,Patterson,9,Everton,DEF,4.5,0.0,a,100.0,238.0,22.0,0.0,3.1,1.7,0.0,0.0,0.0,2.0,0.0,67.0,8.8,6.4,17.0,65.6,3.0,,0.4166666666666667,0.5416666666666666,64.9,1.878,0.41733333333333333,22.35606388888889,12.919462962962962,2.5942334,WATCH
481,Anderson,15,Man City,MID,6.5,9.6,a,100.0,3332.0,180.0,0.0,4.7,2.3,0.0,4.0,5.0,10.0,16.0,795.0,219.0,961.5,310.0,915.2,37.0,,0.5833333333333334,0.5,69.0,2.707,0.41646153846153844,37.863749999999996,17.343103589743592,3.388094788461538,BUY
113,F.Kadıoğlu,5,Brighton,DEF,4.5,3.1,a,100.0,3130.0,118.0,0.0,3.2,1.7,0.0,1.0,2.0,10.0,7.0,514.0,123.7,444.8,284.0,505.0,34.0,,0.5,0.5,69.0,1.873,0.4162222222222222,29.388333333333335,12.918740740740743,2.669044138888889,WATCH
203,Canvot,8,Crystal Palace,DEF,5.0,0.5,a,100.0,1331.0,72.0,0.0,3.6,2.2,0.0,0.0,0.0,5.0,9.0,216.0,48.1,63.8,56.0,362.4,14.0,,0.4166666666666667,0.5,69.0,2.077,0.4154,27.438516666666665,14.315934222222225,2.8028655333333337,WATCH
61,Truffert,3,Bournemouth,DEF,5.5,4.9,a,100.0,3378.0,165.0,0.0,4.3,2.5,0.0,1.0,6.0,11.0,19.0,607.0,162.6,574.2,194.0,857.0,38.0,,0.3333333333333333,0.3333333333333333,68.9,2.284,0.41527272727272724,33.07944444444444,15.19572645117845,2.823516356060606,WATCH
