id,name,team_name,team_id,position,price,ownership,expected_minutes,expected_gw_points,value,fixture_next3,next5_avg_difficulty,xgi_proxy,transfer_score,captain_score,differential_score,recommendation
471,Milenković,Nott'm Forest,18,DEF,5.5,2.2,90.0,2.5,0.4545,0.5,3.0,0.151,4.769,2.538,11.686,AVOID
28,Martinez,Aston Villa,2,GKP,5.0,4.8,90.0,2.6,0.52,0.5,3.0,0.05,4.76,2.613,11.52,AVOID
130,Wieffer,Brighton,5,DEF,5.0,0.3,90.0,2.2,0.44,0.5,3.0,0.378,4.75,2.283,11.52,AVOID
1,Raya,Arsenal,1,GKP,6.0,34.1,90.0,3.928,0.6547,0.417,3.2,0.05,4.749,3.829,11.963,AVOID
238,Grealish,Man City,15,MID,6.5,0.1,90.0,2.341,0.3602,0.583,2.8,0.541,4.733,2.542,11.623,AVOID
230,Branthwaite,Everton,9,DEF,5.5,1.8,90.0,2.5,0.4545,0.417,3.0,0.045,4.684,2.436,11.626,AVOID
543,Diarra,Sunderland,20,MID,5.5,0.1,90.0,1.964,0.3571,0.667,3.2,0.412,4.641,2.168,11.02,AVOID
446,Schär,Newcastle,17,DEF,5.0,0.2,90.0,2.2,0.44,0.417,3.0,0.157,4.635,2.168,11.38,AVOID
549,Talbi,Sunderland,20,MID,5.5,0.2,90.0,1.964,0.3571,0.667,3.2,0.33,4.631,2.151,10.993,AVOID
432,Mainoo,Man Utd,16,MID,5.5,1.1,90.0,2.036,0.3702,0.667,2.8,0.175,4.62,2.196,10.963,AVOID
447,Botman,Newcastle,17,DEF,5.0,0.4,90.0,2.2,0.44,0.417,3.0,0.259,4.615,2.189,11.327,AVOID
494,Vicario,Spurs,19,GKP,4.5,1.2,90.0,1.934,0.4298,0.583,2.8,0.05,4.608,2.002,10.864,AVOID
232,O'Brien,Everton,9,DEF,5.0,0.5,90.0,2.2,0.44,0.417,3.0,0.267,4.605,2.191,11.3,AVOID
203,Canvot,Crystal Palace,8,DEF,5.0,0.5,90.0,2.2,0.44,0.417,3.0,0.181,4.605,2.173,11.3,AVOID
403,Savinho,Man City,15,MID,6.5,0.1,85.0,2.211,0.3402,0.583,2.8,0.409,4.602,2.324,11.263,AVOID
405,N.Gonzalez,Man City,15,MID,5.5,0.1,90.0,2.036,0.3702,0.583,2.8,0.18,4.595,2.135,11.063,AVOID
404,Reijnders,Man City,15,MID,6.0,0.3,90.0,2.138,0.3563,0.583,2.8,0.696,4.59,2.355,11.144,AVOID
415,Dorgu,Man Utd,16,MID,6.0,1.6,90.0,2.138,0.3563,0.667,2.8,0.423,4.585,2.362,10.964,AVOID
520,Bergvall,Spurs,19,MID,5.5,0.2,90.0,2.036,0.3702,0.583,2.8,0.166,4.585,2.132,11.036,AVOID
516,Bentancur,Spurs,19,MID,5.5,0.2,90.0,2.036,0.3702,0.583,2.8,0.156,4.585,2.13,11.036,AVOID
431,Amad,Man Utd,16,MID,6.0,1.6,90.0,2.138,0.3563,0.667,2.8,1.0,4.585,2.493,10.964,AVOID
519,Gallagher,Spurs,19,MID,5.5,0.3,90.0,2.036,0.3702,0.583,2.8,0.193,4.575,2.138,11.01,AVOID
202,Richards,Crystal Palace,8,DEF,5.0,0.8,90.0,2.2,0.44,0.417,3.0,0.398,4.575,2.219,11.22,AVOID
421,Heaven,Man Utd,16,DEF,4.5,0.4,90.0,1.731,0.3847,0.667,2.8,0.052,4.566,1.844,10.612,AVOID
95,O.Dango,Brentford,4,MID,6.5,1.4,90.0,2.3,0.3538,0.583,3.0,1.0,4.562,2.606,11.163,AVOID
514,Tel,Spurs,19,MID,6.0,0.6,90.0,2.138,0.3563,0.583,2.8,0.489,4.56,2.31,11.064,AVOID
468,John,Nott'm Forest,18,GKP,4.5,0.1,90.0,1.9,0.4222,0.5,3.0,0.05,4.552,1.909,10.884,AVOID
29,M.Bizot,Aston Villa,2,GKP,4.5,0.1,90.0,1.9,0.4222,0.5,3.0,0.05,4.552,1.909,10.884,AVOID
367,Gakpo,Liverpool,14,MID,7.0,3.6,90.0,2.59,0.37,0.583,2.6,1.0,4.55,2.934,11.237,AVOID
97,Jensen,Brentford,4,MID,5.5,0.2,90.0,2.0,0.3636,0.583,3.0,0.827,4.546,2.23,10.932,AVOID
144,Gusto,Chelsea,6,DEF,5.0,1.1,90.0,2.2,0.44,0.417,3.0,0.453,4.545,2.231,11.14,AVOID
326,Perri,Leeds,13,GKP,4.5,0.6,90.0,1.934,0.4298,0.5,2.8,0.05,4.543,1.944,10.857,AVOID
369,Ngumoha,Liverpool,14,MID,6.0,1.2,90.0,2.176,0.3627,0.583,2.6,0.335,4.54,2.316,11.012,AVOID
422,Mazraoui,Man Utd,16,DEF,4.5,0.7,90.0,1.731,0.3847,0.667,2.8,0.053,4.536,1.845,10.532,AVOID
43,Tielemans,Man Utd,16,MID,6.0,2.1,90.0,2.138,0.3563,0.667,2.8,0.44,4.535,2.366,10.831,AVOID
9,Hincapie,Arsenal,1,DEF,5.5,2.8,90.0,2.455,0.4464,0.417,3.2,0.203,4.534,2.43,11.228,AVOID
10,White,Arsenal,1,DEF,5.5,2.9,90.0,2.455,0.4464,0.417,3.2,0.114,4.524,2.408,11.202,AVOID
86,Lewis-Potter,Brentford,4,MID,5.5,0.5,90.0,2.0,0.3636,0.583,3.0,0.552,4.516,2.174,10.852,AVOID
532,Ballard,Sunderland,20,DEF,5.0,4.7,90.0,2.16,0.432,0.667,3.2,0.309,4.514,2.36,10.56,AVOID
96,Damsgaard,Brentford,4,MID,5.5,0.6,90.0,2.0,0.3636,0.583,3.0,0.804,4.506,2.226,10.825,AVOID
401,Marmoush,Man City,15,FWD,7.0,0.8,90.0,2.24,0.32,0.583,2.8,0.355,4.487,2.389,11.033,AVOID
231,Keane,Everton,9,DEF,5.0,1.7,90.0,2.2,0.44,0.417,3.0,0.279,4.485,2.194,10.98,AVOID
60,Hill,Bournemouth,3,DEF,5.5,1.1,90.0,2.365,0.43,0.333,3.6,0.204,4.481,2.268,11.253,AVOID
536,Reinildo,Sunderland,20,DEF,4.5,0.5,90.0,1.669,0.3709,0.667,3.2,0.075,4.481,1.782,10.392,AVOID
371,Gravenberch,Liverpool,14,MID,6.0,1.9,90.0,2.176,0.3627,0.583,2.6,0.415,4.47,2.334,10.825,AVOID
372,Mac Allister,Liverpool,14,MID,5.5,1.8,90.0,2.072,0.3767,0.583,2.6,0.558,4.465,2.253,10.714,AVOID
445,Thiaw,Newcastle,17,DEF,5.0,1.9,90.0,2.2,0.44,0.417,3.0,0.576,4.465,2.257,10.927,AVOID
482,Hudson-Odoi,Nott'm Forest,18,MID,6.0,0.2,90.0,2.1,0.35,0.5,3.0,0.579,4.435,2.222,10.897,AVOID
336,Okafor,Leeds,13,MID,6.0,0.6,90.0,2.138,0.3563,0.5,2.8,0.657,4.435,2.278,10.898,AVOID
123,Hinshelwood,Brighton,5,MID,6.0,0.3,90.0,2.1,0.35,0.5,3.0,0.728,4.425,2.253,10.87,AVOID
89,Henry,Brentford,4,DEF,4.5,0.2,90.0,1.7,0.3778,0.583,3.0,0.072,4.423,1.764,10.402,AVOID
484,Hutchinson,Nott'm Forest,18,MID,5.5,0.2,90.0,2.0,0.3636,0.5,3.0,0.588,4.421,2.118,10.765,AVOID
498,Senesi,Spurs,19,DEF,6.0,9.6,90.0,2.85,0.475,0.583,2.8,0.625,4.408,3.119,10.682,AVOID
448,Burn,Newcastle,17,DEF,5.0,2.5,90.0,2.2,0.44,0.417,3.0,0.144,4.405,2.165,10.767,AVOID
483,Ndoye,Nott'm Forest,18,MID,5.5,0.5,90.0,2.0,0.3636,0.5,3.0,0.256,4.391,2.051,10.685,AVOID
337,Aaronson,Leeds,13,MID,5.5,0.9,90.0,2.036,0.3702,0.5,2.8,0.813,4.39,2.202,10.683,AVOID
160,Garnacho,Aston Villa,2,MID,6.0,0.7,90.0,2.1,0.35,0.5,3.0,0.712,4.385,2.25,10.763,AVOID
335,Stach,Leeds,13,MID,6.0,1.1,90.0,2.138,0.3563,0.5,2.8,0.735,4.385,2.295,10.764,AVOID
16,Madueke,Arsenal,1,MID,6.5,0.3,90.0,2.259,0.3475,0.417,3.2,0.409,4.38,2.281,11.009,AVOID
525,Fernandes,Spurs,19,MID,6.0,2.4,90.0,2.138,0.3563,0.583,2.8,0.495,4.38,2.311,10.584,AVOID
398,Foden,Man City,15,MID,7.0,4.9,90.0,2.545,0.3636,0.583,2.8,1.0,4.375,2.883,10.768,AVOID
62,Diakité,Bournemouth,3,DEF,5.0,0.2,90.0,2.081,0.4162,0.333,3.6,0.021,4.373,1.96,10.856,AVOID
129,Ayari,Brighton,5,MID,5.5,0.8,90.0,2.0,0.3636,0.5,3.0,0.385,4.361,2.077,10.605,AVOID
333,Bornauw,Leeds,13,DEF,4.5,0.0,90.0,1.731,0.3847,0.5,2.8,0.021,4.356,1.735,10.385,AVOID
526,Solanke,Spurs,19,FWD,6.0,1.7,90.0,2.036,0.3393,0.583,2.8,0.33,4.343,2.166,10.482,AVOID
338,Ampadu,Leeds,13,MID,5.5,1.5,90.0,2.036,0.3702,0.5,2.8,0.467,4.33,2.131,10.523,AVOID
553,Isidor,Sunderland,20,FWD,5.5,1.1,90.0,1.768,0.3215,0.667,3.2,0.508,4.327,1.969,10.183,AVOID
440,Zirkzee,Man Utd,16,FWD,5.5,0.7,85.0,1.731,0.3147,0.667,2.8,0.308,4.326,1.855,10.182,AVOID
41,Buendía,Aston Villa,2,MID,6.0,1.3,90.0,2.1,0.35,0.5,3.0,0.561,4.325,2.218,10.603,AVOID
156,Neto,Chelsea,6,MID,6.5,1.3,90.0,2.3,0.3538,0.417,3.0,1.0,4.322,2.454,10.856,AVOID
485,Bakwa,Nott'm Forest,18,MID,5.5,0.0,85.0,1.889,0.3435,0.5,3.0,0.155,4.319,1.881,10.495,AVOID
90,Hickey,Brentford,4,DEF,4.5,0.1,85.0,1.606,0.3569,0.583,3.0,0.061,4.319,1.632,10.136,AVOID
42,Guessand,Crystal Palace,8,MID,5.5,0.0,90.0,2.0,0.3636,0.417,3.0,0.241,4.316,1.987,10.652,AVOID
459,L.Miley,Newcastle,17,MID,5.5,0.0,90.0,2.0,0.3636,0.417,3.0,0.346,4.316,2.007,10.652,AVOID
353,Pecsi,Liverpool,14,GKP,4.0,0.1,55.0,1.5,0.375,0.583,2.6,0.05,4.315,1.341,10.015,AVOID
531,Ellborg,Sunderland,20,GKP,4.5,0.1,60.0,1.5,0.3333,0.667,3.2,0.05,4.315,1.412,9.973,AVOID
355,Davies,Liverpool,14,GKP,4.0,0.1,55.0,1.5,0.375,0.583,2.6,0.05,4.315,1.341,10.015,AVOID
506,Udogie,Spurs,19,DEF,4.5,0.5,85.0,1.634,0.3631,0.583,2.8,0.09,4.313,1.665,10.117,AVOID
157,Estêvão,Chelsea,6,MID,6.5,1.4,90.0,2.3,0.3538,0.417,3.0,0.505,4.312,2.344,10.829,AVOID
457,J.Murphy,Newcastle,17,MID,6.0,0.2,90.0,2.1,0.35,0.417,3.0,0.573,4.31,2.154,10.73,AVOID
330,Bogle,Leeds,13,DEF,4.5,0.5,90.0,1.731,0.3847,0.5,2.8,0.519,4.306,1.821,10.252,AVOID
424,Amass,Man Utd,16,DEF,4.0,0.2,55.0,1.4,0.35,0.667,2.8,0.0,4.3,1.282,9.83,AVOID
114,Boscagli,Brighton,5,DEF,4.5,0.2,90.0,1.7,0.3778,0.5,3.0,0.052,4.298,1.709,10.236,AVOID
332,Justin,Leeds,13,DEF,4.5,0.6,90.0,1.731,0.3847,0.5,2.8,0.299,4.296,1.783,10.225,AVOID
211,Yeremy,Crystal Palace,8,MID,5.5,0.2,90.0,2.0,0.3636,0.417,3.0,1.0,4.296,2.134,10.598,AVOID
241,McNeil,Crystal Palace,8,MID,5.5,0.2,90.0,2.0,0.3636,0.417,3.0,0.328,4.296,2.004,10.598,AVOID
33,Mings,Aston Villa,2,DEF,4.5,0.3,90.0,1.7,0.3778,0.5,3.0,0.172,4.288,1.729,10.209,AVOID
449,Hall,Newcastle,17,DEF,5.0,3.7,90.0,2.2,0.44,0.417,3.0,0.379,4.285,2.215,10.447,AVOID
34,Pau,Aston Villa,2,DEF,4.5,0.4,90.0,1.7,0.3778,0.5,3.0,0.172,4.278,1.729,10.182,AVOID
94,Schade,Brentford,4,MID,6.0,3.1,90.0,2.1,0.35,0.583,3.0,1.0,4.27,2.379,10.29,AVOID
527,Richarlison,Spurs,19,FWD,6.0,2.5,90.0,2.036,0.3393,0.583,2.8,1.0,4.263,2.307,10.269,AVOID
4,Gabriel,Arsenal,1,DEF,8.0,28.7,90.0,3.928,0.491,0.417,3.2,0.469,4.258,3.989,11.144,AVOID
426,B.Fernandes,Man Utd,16,MID,12.0,48.9,90.0,4.072,0.3393,0.667,2.8,1.0,4.258,4.748,11.174,AVOID
210,Wharton,Crystal Palace,8,MID,5.5,0.6,90.0,2.0,0.3636,0.417,3.0,0.898,4.256,2.114,10.492,AVOID
495,Austin,Spurs,19,GKP,4.0,0.7,55.0,1.5,0.375,0.583,2.8,0.05,4.255,1.341,9.855,AVOID
18,Martinelli,Arsenal,1,MID,6.5,0.3,85.0,2.133,0.3282,0.417,3.2,0.539,4.253,2.138,10.66,AVOID
400,Doku,Man City,15,MID,7.5,6.4,90.0,2.647,0.3529,0.583,2.8,0.873,4.25,2.964,10.519,AVOID
587,Rulli,Man City,15,GKP,5.0,0.0,55.0,1.617,0.3234,0.583,2.8,0.05,4.235,1.446,10.018,AVOID
87,Ajer,Brentford,4,DEF,4.5,2.1,90.0,1.7,0.3778,0.583,3.0,0.142,4.233,1.776,9.896,AVOID
116,Dunk,Brighton,5,DEF,4.5,0.9,90.0,1.7,0.3778,0.5,3.0,0.239,4.228,1.741,10.049,AVOID
503,Van de Ven,Spurs,19,DEF,5.0,7.3,90.0,2.24,0.448,0.583,2.8,0.32,4.221,2.381,9.94,AVOID
352,Woodman,Liverpool,14,GKP,4.0,1.1,55.0,1.5,0.375,0.583,2.6,0.05,4.215,1.341,9.748,AVOID
453,Barnes,Newcastle,17,MID,6.0,1.2,90.0,2.1,0.35,0.417,3.0,0.956,4.21,2.232,10.463,AVOID
158,Gittens,Chelsea,6,MID,6.0,0.0,85.0,1.983,0.3305,0.417,3.0,0.175,4.207,1.919,10.452,AVOID
537,Seelt,Sunderland,20,DEF,4.5,0.0,55.0,1.4,0.3111,0.667,3.2,0.001,4.203,1.282,9.689,AVOID
17,Merino,Arsenal,1,MID,6.0,0.9,90.0,2.062,0.3437,0.417,3.2,0.481,4.2,2.096,10.436,AVOID
386,Bettinelli,Man City,15,GKP,4.5,0.0,55.0,1.5,0.3333,0.583,2.8,0.05,4.2,1.341,9.833,AVOID
347,Nmecha,Leeds,13,FWD,5.5,0.6,90.0,1.832,0.3331,0.5,2.8,0.883,4.197,1.994,10.169,AVOID
455,Tonali,Spurs,19,MID,5.5,4.1,90.0,2.036,0.3702,0.583,2.8,0.462,4.195,2.194,9.996,AVOID
83,Valdimarsson,Brentford,4,GKP,4.5,0.1,55.0,1.5,0.3333,0.583,3.0,0.05,4.19,1.341,9.807,AVOID
209,Johnson,Everton,9,MID,6.0,0.2,85.0,1.983,0.3305,0.417,3.0,0.376,4.187,1.957,10.399,AVOID
361,Lucky,Liverpool,14,DEF,4.0,0.1,55.0,1.4,0.35,0.583,2.6,0.0,4.185,1.246,9.69,AVOID
37,Lindelöf,Aston Villa,2,DEF,4.5,0.2,85.0,1.606,0.3569,0.5,3.0,0.038,4.184,1.581,9.943,AVOID
206,Chadi Riad,Crystal Palace,8,DEF,4.5,0.1,90.0,1.7,0.3778,0.417,3.0,0.046,4.183,1.657,10.096,AVOID
502,Robertson,Spurs,19,DEF,4.5,3.0,90.0,1.731,0.3847,0.583,2.8,0.249,4.181,1.827,9.752,AVOID
544,Xhaka,Sunderland,20,MID,5.5,4.7,90.0,1.964,0.3571,0.667,3.2,0.474,4.181,2.181,9.793,AVOID
490,Wood,Nott'm Forest,18,FWD,6.0,1.7,90.0,2.0,0.3333,0.5,3.0,0.461,4.18,2.092,10.213,AVOID
365,Ramsay,Liverpool,14,DEF,4.0,0.2,55.0,1.4,0.35,0.583,2.6,0.0,4.175,1.246,9.663,AVOID
474,Jair Cunha,Nott'm Forest,18,DEF,4.5,0.3,85.0,1.606,0.3569,0.5,3.0,0.033,4.174,1.58,9.916,AVOID
147,Tosin,Chelsea,6,DEF,4.5,0.2,90.0,1.7,0.3778,0.417,3.0,0.05,4.173,1.657,10.069,AVOID
115,De Cuyper,Brighton,5,DEF,4.5,1.5,90.0,1.7,0.3778,0.5,3.0,0.574,4.168,1.798,9.889,AVOID
511,Souza,Spurs,19,DEF,4.0,0.3,55.0,1.4,0.35,0.583,2.8,0.005,4.165,1.246,9.637,AVOID
222,Strand Larsen,Crystal Palace,8,FWD,6.0,0.6,90.0,2.0,0.3333,0.417,3.0,0.642,4.165,2.065,10.34,AVOID
546,Adingra,Sunderland,20,MID,5.0,0.3,90.0,1.473,0.2946,0.667,3.2,0.097,4.164,1.577,9.672,AVOID
151,Acheampong,Chelsea,6,DEF,4.5,0.3,90.0,1.7,0.3778,0.417,3.0,0.075,4.163,1.661,10.042,AVOID
14,Eze,Arsenal,1,MID,6.5,2.5,90.0,2.259,0.3475,0.417,3.2,0.784,4.16,2.363,10.422,AVOID
262,Smith Rowe,Fulham,10,MID,5.5,0.4,90.0,1.892,0.344,0.417,3.6,0.583,4.158,1.942,10.231,AVOID
545,Sadiki,Sunderland,20,MID,5.0,0.4,90.0,1.473,0.2946,0.667,3.2,0.289,4.154,1.607,9.646,AVOID
19,Zubimendi,Arsenal,1,MID,5.5,1.3,90.0,1.964,0.3571,0.417,3.2,0.511,4.146,2.002,10.2,AVOID
454,Elanga,Newcastle,17,MID,6.0,0.7,85.0,1.983,0.3305,0.417,3.0,0.339,4.137,1.95,10.265,AVOID
356,Virgil,Liverpool,14,DEF,6.5,17.9,90.0,3.212,0.4942,0.583,2.6,0.521,4.124,3.481,10.061,AVOID
125,Georginio,Brighton,5,FWD,5.5,1.0,90.0,1.8,0.3273,0.5,3.0,0.58,4.122,1.904,9.97,AVOID
45,McGinn,Aston Villa,2,MID,5.5,3.2,90.0,2.0,0.3636,0.5,3.0,0.711,4.121,2.142,9.965,AVOID
465,Osula,Newcastle,17,FWD,6.0,1.1,90.0,2.0,0.3333,0.417,3.0,0.49,4.115,2.035,10.207,AVOID
229,Tarkowski,Everton,9,DEF,6.0,9.5,90.0,2.8,0.4667,0.417,3.0,0.463,4.115,2.842,10.233,AVOID
36,Maatsen,Aston Villa,2,DEF,4.5,0.9,85.0,1.606,0.3569,0.5,3.0,0.365,4.114,1.632,9.756,AVOID
522,Gray,Spurs,19,MID,5.0,0.2,90.0,1.527,0.3054,0.583,2.8,0.279,4.111,1.617,9.694,AVOID
7,Lewis-Skelly,Arsenal,1,MID,5.5,0.5,85.0,1.855,0.3373,0.417,3.2,0.03,4.107,1.77,10.096,AVOID
236,Dewsbury-Hall,Everton,9,MID,6.5,3.5,90.0,2.3,0.3538,0.417,3.0,0.969,4.102,2.447,10.269,AVOID
61,Truffert,Bournemouth,3,DEF,5.5,4.9,90.0,2.365,0.43,0.333,3.6,0.442,4.101,2.321,10.24,AVOID
261,Iwobi,Fulham,10,MID,5.5,1.0,90.0,1.892,0.344,0.417,3.6,0.661,4.098,1.957,10.071,AVOID
329,Rodon,Leeds,13,DEF,4.5,2.6,90.0,1.731,0.3847,0.5,2.8,0.196,4.096,1.765,9.692,AVOID
508,Davies,Spurs,19,DEF,4.0,1.0,60.0,1.4,0.35,0.583,2.8,0.056,4.095,1.281,9.45,AVOID
88,Kayode,Brentford,4,DEF,4.5,3.5,90.0,1.7,0.3778,0.583,3.0,0.417,4.093,1.824,9.522,AVOID
394,Alleyne,Man City,15,DEF,5.0,0.0,60.0,1.493,0.2986,0.583,2.8,0.032,4.092,1.363,9.646,AVOID
518,P.M.Sarr,Spurs,19,MID,5.0,0.4,90.0,1.527,0.3054,0.583,2.8,0.274,4.091,1.616,9.641,AVOID
548,Rigg,Sunderland,20,MID,5.0,0.1,85.0,1.391,0.2782,0.667,3.2,0.179,4.09,1.472,9.48,AVOID
551,Angulo,Sunderland,20,MID,5.0,0.1,85.0,1.391,0.2782,0.667,3.2,0.089,4.09,1.459,9.48,AVOID
399,Cherki,Man City,15,MID,7.5,8.0,90.0,2.647,0.3529,0.583,2.8,1.0,4.09,2.999,10.092,AVOID
98,Janelt,Brentford,4,MID,5.0,0.1,90.0,1.5,0.3,0.583,3.0,0.309,4.09,1.593,9.64,AVOID
255,J.Cuenca,Fulham,10,DEF,4.5,0.0,90.0,1.608,0.3573,0.417,3.6,0.058,4.081,1.569,9.836,AVOID
146,B.Badiashile,Chelsea,6,DEF,4.5,0.0,85.0,1.606,0.3569,0.417,3.0,0.006,4.079,1.528,9.83,AVOID
92,Ji-soo,Brentford,4,DEF,4.5,0.0,55.0,1.4,0.3111,0.583,3.0,0.0,4.078,1.246,9.522,AVOID
396,Vitor Reis,Man City,15,DEF,4.5,0.0,55.0,1.4,0.3111,0.583,2.8,0.0,4.078,1.246,9.522,AVOID
590,Benda,Nott'm Forest,18,GKP,4.5,0.0,55.0,1.5,0.3333,0.5,3.0,0.05,4.075,1.302,9.667,AVOID
263,Kevin,Fulham,10,MID,5.5,0.1,85.0,1.787,0.3249,0.417,3.6,0.268,4.073,1.745,10.005,AVOID
507,Phillips,Spurs,19,DEF,4.5,0.1,55.0,1.4,0.3111,0.583,2.8,0.0,4.068,1.246,9.496,AVOID
91,Pinnock,Brentford,4,DEF,4.5,0.1,60.0,1.4,0.3111,0.583,3.0,0.007,4.068,1.275,9.496,AVOID
387,O'Reilly,Man City,15,DEF,6.5,21.6,90.0,3.156,0.4855,0.583,2.8,0.879,4.067,3.536,9.906,AVOID
268,King,Fulham,10,MID,5.5,0.2,85.0,1.787,0.3249,0.417,3.6,0.313,4.063,1.753,9.979,AVOID
112,Van Hecke,Spurs,19,DEF,5.0,8.9,90.0,2.24,0.448,0.583,2.8,0.487,4.061,2.42,9.513,AVOID
505,Spence,Spurs,19,DEF,4.5,4.2,90.0,1.731,0.3847,0.583,2.8,0.267,4.061,1.831,9.432,AVOID
285,McNair,Hull City,11,DEF,4.0,0.1,55.0,1.4,0.35,0.5,3.2,0.0,4.06,1.209,9.523,AVOID
284,McCarthy,Hull City,11,DEF,4.0,0.1,55.0,1.4,0.35,0.5,3.2,0.0,4.06,1.209,9.523,AVOID
395,Lewis,Man City,15,DEF,4.5,0.2,55.0,1.4,0.3111,0.583,2.8,0.158,4.058,1.265,9.469,AVOID
93,Schuster,Brentford,4,DEF,4.5,0.2,55.0,1.4,0.3111,0.583,3.0,0.0,4.058,1.246,9.469,AVOID
252,McNally,Fulham,10,GKP,4.0,0.2,55.0,1.5,0.375,0.417,3.6,0.05,4.055,1.263,9.655,AVOID
463,Woltemade,Newcastle,17,FWD,6.0,1.7,90.0,2.0,0.3333,0.417,3.0,0.812,4.055,2.098,10.047,AVOID
264,Bobb,Fulham,10,MID,5.5,0.3,85.0,1.787,0.3249,0.417,3.6,0.357,4.053,1.76,9.952,AVOID
233,Mykolenko,Everton,9,DEF,4.5,1.4,90.0,1.7,0.3778,0.417,3.0,0.274,4.053,1.694,9.749,AVOID
256,Tete,Fulham,10,DEF,4.5,0.3,90.0,1.608,0.3573,0.417,3.6,0.238,4.051,1.597,9.756,AVOID
476,O.Richards,Nott'm Forest,18,DEF,4.0,0.2,55.0,1.4,0.35,0.5,3.0,0.0,4.05,1.209,9.497,AVOID
477,Abbott,Nott'm Forest,18,DEF,4.0,0.2,55.0,1.4,0.35,0.5,3.0,0.001,4.05,1.21,9.497,AVOID
479,Bindon,Nott'm Forest,18,DEF,4.0,0.2,55.0,1.4,0.35,0.5,3.0,0.0,4.05,1.209,9.497,AVOID
412,Lammens,Man Utd,16,GKP,5.0,18.4,90.0,2.647,0.5294,0.667,2.8,0.05,4.044,2.82,9.274,AVOID
269,Sessegnon,Fulham,10,DEF,4.5,0.4,90.0,1.608,0.3573,0.417,3.6,0.34,4.041,1.613,9.729,AVOID
155,Enzo,Chelsea,6,MID,7.0,5.3,90.0,2.5,0.3571,0.417,3.0,1.0,4.041,2.667,10.206,AVOID
162,Andrey Santos,Man Utd,16,MID,5.0,1.2,85.0,1.442,0.2884,0.667,2.8,0.288,4.038,1.542,9.339,AVOID
