id,name,team_name,team_id,position,price,ownership,expected_minutes,expected_gw_points,value,fixture_next3,next5_avg_difficulty,xgi_proxy,transfer_score,captain_score,differential_score,recommendation
572,Tzolakis,Hull City,11,GKP,4.5,0.4,55.0,1.5,0.3333,0.5,3.2,0.05,4.035,1.302,9.56,AVOID
585,Herrington,Hull City,11,DEF,4.0,0.4,55.0,1.4,0.35,0.5,3.2,0.0,4.03,1.209,9.443,AVOID
302,Button,Ipswich Town,12,GKP,4.0,0.5,55.0,1.5,0.375,0.417,3.2,0.05,4.025,1.263,9.575,AVOID
273,Phillips,Hull City,11,GKP,4.0,1.8,55.0,1.5,0.375,0.5,3.2,0.05,4.02,1.302,9.395,AVOID
586,Mendy,Hull City,11,DEF,4.0,0.5,55.0,1.4,0.35,0.5,3.2,0.0,4.02,1.209,9.417,AVOID
148,Hato,Chelsea,6,DEF,4.5,0.6,85.0,1.606,0.3569,0.417,3.0,0.091,4.019,1.541,9.67,AVOID
257,Bassey,Fulham,10,DEF,4.5,0.7,90.0,1.608,0.3573,0.417,3.6,0.205,4.011,1.592,9.649,AVOID
539,O'Nien,Sunderland,20,DEF,4.0,3.1,90.0,1.4,0.35,0.667,3.2,0.028,4.01,1.488,9.057,AVOID
280,Coyle,Hull City,11,DEF,4.0,0.6,55.0,1.4,0.35,0.5,3.2,0.0,4.01,1.209,9.39,AVOID
113,F.Kadıoğlu,Brighton,5,DEF,4.5,3.1,90.0,1.7,0.3778,0.5,3.0,0.537,4.008,1.791,9.462,AVOID
428,Cunha,Man Utd,16,MID,8.0,11.3,90.0,2.85,0.3563,0.667,2.8,1.0,4.006,3.323,9.801,AVOID
200,Lacroix,Chelsea,6,DEF,6.0,10.6,90.0,2.8,0.4667,0.417,3.0,0.328,4.005,2.805,9.94,AVOID
136,Welbeck,Chelsea,6,FWD,6.0,2.2,90.0,2.0,0.3333,0.417,3.0,1.0,4.005,2.134,9.913,AVOID
385,Trafford,Leeds,13,GKP,5.0,2.8,60.0,1.765,0.353,0.5,2.8,0.05,4.0,1.567,9.548,AVOID
250,Leno,Fulham,10,GKP,4.5,3.2,90.0,1.797,0.3993,0.417,3.6,0.05,3.991,1.752,9.571,AVOID
282,Giles,Hull City,11,DEF,4.0,0.8,55.0,1.4,0.35,0.5,3.2,0.0,3.99,1.209,9.337,AVOID
39,Nedeljkovic,Aston Villa,2,DEF,4.0,0.8,55.0,1.4,0.35,0.5,3.0,0.0,3.99,1.209,9.337,AVOID
339,Longstaff,Leeds,13,MID,5.0,0.2,90.0,1.527,0.3054,0.5,2.8,0.31,3.986,1.574,9.528,AVOID
279,Ajayi,Hull City,11,DEF,4.0,0.9,55.0,1.4,0.35,0.5,3.2,0.0,3.98,1.209,9.31,AVOID
249,Barry,Everton,9,FWD,5.5,1.2,90.0,1.8,0.3273,0.417,3.0,0.861,3.977,1.896,9.75,AVOID
345,Tanaka,Leeds,13,MID,5.0,0.3,90.0,1.527,0.3054,0.5,2.8,0.283,3.976,1.57,9.501,AVOID
364,Tsimikas,Liverpool,14,DEF,5.0,0.1,55.0,1.4,0.28,0.583,2.6,0.0,3.975,1.246,9.34,AVOID
142,James,Chelsea,6,DEF,5.5,8.9,90.0,2.5,0.4545,0.417,3.0,0.424,3.974,2.528,9.733,AVOID
579,Araujo,Liverpool,14,DEF,5.5,1.4,55.0,1.583,0.2878,0.583,2.6,0.0,3.969,1.409,9.398,AVOID
391,Gvardiol,Man City,15,DEF,5.5,12.0,90.0,2.545,0.4627,0.583,2.8,0.295,3.963,2.699,9.37,AVOID
102,Yarmoliuk,Brentford,4,MID,5.0,1.4,90.0,1.5,0.3,0.583,3.0,0.261,3.96,1.585,9.293,AVOID
47,Kamara,Aston Villa,2,MID,5.0,0.2,90.0,1.5,0.3,0.5,3.0,0.136,3.955,1.52,9.447,AVOID
46,Barkley,Aston Villa,2,MID,5.0,0.2,90.0,1.5,0.3,0.5,3.0,0.284,3.955,1.543,9.447,AVOID
119,Costinha,Brighton,5,DEF,4.5,0.0,55.0,1.4,0.3111,0.5,3.0,0.0,3.953,1.209,9.356,AVOID
478,Netz,Nott'm Forest,18,DEF,4.5,0.0,55.0,1.4,0.3111,0.5,3.0,0.041,3.953,1.214,9.356,AVOID
117,Coppola,Brighton,5,DEF,4.5,0.0,55.0,1.4,0.3111,0.5,3.0,0.001,3.953,1.21,9.356,AVOID
227,Travers,Everton,9,GKP,5.0,0.0,55.0,1.589,0.3178,0.417,3.0,0.05,3.952,1.338,9.6,AVOID
443,Gillespie,Newcastle,17,GKP,4.5,0.0,55.0,1.5,0.3333,0.417,3.0,0.05,3.95,1.263,9.5,AVOID
444,Jaouen,Newcastle,17,GKP,4.5,0.0,55.0,1.5,0.3333,0.417,3.0,0.05,3.95,1.263,9.5,AVOID
228,King,Everton,9,GKP,4.5,0.0,55.0,1.5,0.3333,0.417,3.0,0.05,3.95,1.263,9.5,AVOID
64,Smith,Bournemouth,3,DEF,4.5,0.1,90.0,1.608,0.3573,0.333,3.6,0.023,3.946,1.515,9.643,AVOID
118,Igor,Brighton,5,DEF,4.5,0.1,55.0,1.4,0.3111,0.5,3.0,0.0,3.943,1.209,9.329,AVOID
258,Castagne,Fulham,10,DEF,4.5,0.3,85.0,1.519,0.3376,0.417,3.6,0.297,3.943,1.488,9.479,AVOID
199,Benitez,Crystal Palace,8,GKP,4.5,0.1,65.0,1.5,0.3333,0.417,3.0,0.05,3.94,1.32,9.473,AVOID
560,Penders,Chelsea,6,GKP,4.5,0.1,55.0,1.5,0.3333,0.417,3.0,0.05,3.94,1.263,9.473,AVOID
554,Van Oevelen,Ipswich Town,12,GKP,4.5,0.1,55.0,1.5,0.3333,0.417,3.2,0.05,3.94,1.263,9.473,AVOID
167,Delap,Chelsea,6,FWD,5.5,0.5,85.0,1.7,0.3091,0.417,3.0,0.476,3.937,1.694,9.645,AVOID
69,Scott,Bournemouth,3,MID,6.0,1.5,90.0,1.987,0.3312,0.333,3.6,0.674,3.936,1.994,9.896,AVOID
251,Lecomte,Fulham,10,GKP,4.0,1.4,55.0,1.5,0.375,0.417,3.6,0.05,3.935,1.263,9.335,AVOID
307,Johnson,Ipswich Town,12,DEF,4.0,0.1,55.0,1.4,0.35,0.417,3.2,0.0,3.935,1.173,9.357,AVOID
534,Hume,Sunderland,20,DEF,4.5,6.0,90.0,1.669,0.3709,0.667,3.2,0.432,3.931,1.846,8.926,AVOID
59,Dennis,Bournemouth,3,GKP,4.0,0.2,55.0,1.5,0.375,0.333,3.6,0.05,3.93,1.224,9.488,AVOID
159,Caicedo,Chelsea,6,MID,5.5,3.9,90.0,2.0,0.3636,0.417,3.0,0.383,3.926,2.014,9.612,AVOID
235,Aznou,Everton,9,DEF,4.0,0.2,55.0,1.4,0.35,0.417,3.0,0.0,3.925,1.173,9.33,AVOID
3,Meslier,Arsenal,1,GKP,5.0,0.0,55.0,1.56,0.312,0.417,3.2,0.05,3.919,1.314,9.513,AVOID
2,Arrizabalaga,Arsenal,1,GKP,5.0,0.1,55.0,1.56,0.312,0.417,3.2,0.05,3.909,1.314,9.487,AVOID
473,Aina,Nott'm Forest,18,DEF,4.5,4.1,90.0,1.7,0.3778,0.5,3.0,0.125,3.908,1.721,9.196,AVOID
68,Tavernier,Bournemouth,3,MID,6.0,1.8,90.0,1.987,0.3312,0.333,3.6,1.0,3.906,2.055,9.816,AVOID
555,Matthews,Crystal Palace,8,GKP,4.0,1.7,55.0,1.5,0.375,0.417,3.0,0.05,3.905,1.263,9.255,AVOID
411,Haaland,Man City,15,FWD,15.5,70.7,90.0,4.072,0.2627,0.583,2.8,1.0,3.903,4.614,10.624,AVOID
38,A.García,Aston Villa,2,DEF,4.0,1.7,55.0,1.4,0.35,0.5,3.0,0.001,3.9,1.21,9.097,AVOID
564,Scherpen,Ipswich Town,12,GKP,4.5,0.5,55.0,1.5,0.3333,0.417,3.2,0.05,3.9,1.263,9.367,AVOID
343,James,Leeds,13,MID,5.0,0.1,85.0,1.442,0.2884,0.5,2.8,0.162,3.898,1.437,9.299,AVOID
488,Sangaré,Nott'm Forest,18,MID,5.0,0.8,90.0,1.5,0.3,0.5,3.0,0.296,3.895,1.544,9.287,AVOID
567,Horníček,Newcastle,17,GKP,5.0,0.6,55.0,1.589,0.3178,0.417,3.0,0.05,3.892,1.338,9.44,AVOID
67,Rayan,Bournemouth,3,MID,6.5,3.1,90.0,2.176,0.3348,0.333,3.6,0.451,3.891,2.138,9.866,AVOID
300,Walton,Ipswich Town,12,GKP,4.5,0.6,55.0,1.5,0.3333,0.417,3.2,0.05,3.89,1.263,9.34,AVOID
260,Wilson,Leeds,13,MID,6.5,7.3,90.0,2.341,0.3602,0.5,2.8,1.0,3.888,2.575,9.536,AVOID
303,Kipré,Ipswich Town,12,DEF,4.0,0.6,55.0,1.4,0.35,0.417,3.2,0.0,3.885,1.173,9.223,AVOID
308,Furlong,Ipswich Town,12,DEF,4.0,0.6,55.0,1.4,0.35,0.417,3.2,0.0,3.885,1.173,9.223,AVOID
547,Mundle,Sunderland,20,MID,5.0,0.0,55.0,1.2,0.24,0.667,3.2,0.135,3.88,1.114,8.933,AVOID
434,J.Fletcher,Man Utd,16,MID,5.0,0.0,55.0,1.2,0.24,0.667,2.8,0.005,3.88,1.099,8.933,AVOID
277,Egan,Hull City,11,DEF,4.0,1.9,55.0,1.4,0.35,0.5,3.2,0.0,3.88,1.209,9.043,AVOID
436,Collyer,Man Utd,16,MID,5.0,0.0,55.0,1.2,0.24,0.667,2.8,0.0,3.88,1.099,8.933,AVOID
15,Ødegaard,Arsenal,1,MID,6.5,5.3,90.0,2.259,0.3475,0.417,3.2,0.49,3.88,2.299,9.676,AVOID
12,Saka,Arsenal,1,MID,9.5,9.7,90.0,3.142,0.3307,0.417,3.2,1.0,3.875,3.353,10.184,AVOID
581,Diomande,Nott'm Forest,18,DEF,5.5,0.5,55.0,1.528,0.2778,0.5,3.0,0.0,3.874,1.32,9.312,AVOID
429,Rashford,Man Utd,16,MID,7.0,1.5,55.0,1.555,0.2221,0.667,2.8,0.0,3.872,1.424,9.154,AVOID
254,Robinson,Fulham,10,DEF,4.5,2.1,90.0,1.608,0.3573,0.417,3.6,0.265,3.871,1.601,9.276,AVOID
487,Dominguez,Nott'm Forest,18,MID,5.0,0.1,85.0,1.417,0.2834,0.5,3.0,0.224,3.87,1.421,9.224,AVOID
35,Bogarde,Aston Villa,2,MID,5.0,0.1,85.0,1.417,0.2834,0.5,3.0,0.02,3.87,1.392,9.224,AVOID
388,Guéhi,Man City,15,DEF,6.0,20.3,90.0,2.85,0.475,0.583,2.8,0.642,3.868,3.124,9.242,AVOID
70,Kluivert,Bournemouth,3,MID,6.0,1.1,85.0,1.876,0.3127,0.333,3.6,0.386,3.86,1.796,9.689,AVOID
120,Svoboda,Brighton,5,DEF,5.0,0.0,55.0,1.4,0.28,0.5,3.0,0.0,3.86,1.209,9.2,AVOID
425,Fredricson,Man Utd,16,DEF,4.0,0.1,20.0,1.05,0.2625,0.667,2.8,0.0,3.855,0.81,8.719,AVOID
306,Greaves,Ipswich Town,12,DEF,4.0,0.9,55.0,1.4,0.35,0.417,3.2,0.0,3.855,1.173,9.143,AVOID
26,Havertz,Arsenal,1,FWD,7.5,4.3,90.0,2.259,0.3012,0.417,3.2,0.395,3.841,2.278,9.711,AVOID
213,Lerma,Crystal Palace,8,MID,5.0,0.1,90.0,1.5,0.3,0.417,3.0,0.332,3.84,1.503,9.307,AVOID
246,Röhl,Everton,9,MID,5.0,0.1,90.0,1.5,0.3,0.417,3.0,0.102,3.84,1.47,9.307,AVOID
154,Palmer,Chelsea,6,MID,9.5,10.6,90.0,3.2,0.3368,0.417,3.0,1.0,3.836,3.414,10.091,AVOID
418,Maguire,Man Utd,16,DEF,5.0,12.4,90.0,2.24,0.448,0.667,2.8,0.162,3.836,2.413,8.747,AVOID
57,Petrović,Bournemouth,3,GKP,4.5,3.5,90.0,1.797,0.3993,0.333,3.6,0.05,3.836,1.698,9.324,AVOID
491,Igor Jesus,Nott'm Forest,18,FWD,6.0,5.2,90.0,2.0,0.3333,0.5,3.0,0.774,3.83,2.155,9.28,AVOID
234,Patterson,Everton,9,DEF,4.5,0.0,60.0,1.4,0.3111,0.417,3.0,0.007,3.828,1.2,9.189,AVOID
205,Sosa,Crystal Palace,8,DEF,4.5,0.0,55.0,1.4,0.3111,0.417,3.0,0.011,3.828,1.174,9.189,AVOID
561,Anselmino,Chelsea,6,DEF,4.5,0.0,55.0,1.4,0.3111,0.417,3.0,0.0,3.828,1.173,9.189,AVOID
271,Muniz,Fulham,10,FWD,5.5,0.6,85.0,1.608,0.2924,0.417,3.6,0.345,3.826,1.582,9.351,AVOID
214,Kamada,Crystal Palace,8,MID,5.0,0.3,90.0,1.5,0.3,0.417,3.0,0.488,3.82,1.526,9.253,AVOID
153,Disasi,Chelsea,6,DEF,4.5,0.1,55.0,1.4,0.3111,0.417,3.0,0.0,3.818,1.173,9.162,AVOID
207,Mingueza,Crystal Palace,8,DEF,4.5,0.1,55.0,1.4,0.3111,0.417,3.0,0.0,3.818,1.173,9.162,AVOID
150,M.Sarr,Chelsea,6,DEF,4.5,0.1,55.0,1.4,0.3111,0.417,3.0,0.035,3.818,1.177,9.162,AVOID
378,McConnell,Liverpool,14,MID,4.5,0.2,55.0,1.2,0.2667,0.583,2.6,0.0,3.815,1.068,8.847,AVOID
208,Sarr,Crystal Palace,8,MID,6.5,6.4,90.0,2.3,0.3538,0.417,3.0,1.0,3.812,2.454,9.496,AVOID
456,J.Ramsey,Newcastle,17,MID,5.0,0.4,90.0,1.5,0.3,0.417,3.0,0.265,3.81,1.494,9.227,AVOID
267,Lukić,Ipswich Town,12,MID,5.0,0.1,90.0,1.473,0.2946,0.417,3.2,0.414,3.809,1.488,9.226,AVOID
577,Tomiyasu,Crystal Palace,8,DEF,4.5,0.2,55.0,1.4,0.3111,0.417,3.0,0.0,3.808,1.173,9.136,AVOID
248,Beto,Everton,9,FWD,5.5,2.9,90.0,1.8,0.3273,0.417,3.0,0.913,3.807,1.905,9.296,AVOID
556,Targett,Hull City,11,DEF,4.0,2.8,55.0,1.4,0.35,0.5,3.2,0.0,3.79,1.209,8.803,AVOID
481,Anderson,Man City,15,MID,6.5,9.6,90.0,2.341,0.3602,0.583,2.8,0.773,3.783,2.598,9.089,AVOID
377,Munoz,Liverpool,14,MID,6.5,0.7,55.0,1.456,0.224,0.583,2.6,0.0,3.778,1.296,9.012,AVOID
362,Jacquet,Liverpool,14,DEF,5.0,2.1,55.0,1.4,0.28,0.583,2.6,0.0,3.775,1.246,8.807,AVOID
79,Evanilson,Bournemouth,3,FWD,6.0,2.2,90.0,1.892,0.3153,0.333,3.6,1.0,3.767,1.956,9.441,AVOID
201,Muñoz,Crystal Palace,8,DEF,5.5,11.0,90.0,2.5,0.4545,0.417,3.0,0.639,3.764,2.58,9.173,AVOID
111,Steele,Brighton,5,GKP,4.0,4.4,55.0,1.5,0.375,0.5,3.0,0.05,3.76,1.302,8.702,AVOID
381,Koumas,Liverpool,14,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.6,0.0,3.755,1.068,8.767,AVOID
408,Phillips,Man City,15,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.8,0.0,3.755,1.068,8.767,AVOID
100,Carvalho,Brentford,4,MID,5.0,0.0,60.0,1.2,0.24,0.583,3.0,0.073,3.755,1.1,8.767,AVOID
374,Endo,Liverpool,14,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.6,0.009,3.755,1.069,8.767,AVOID
410,Monga,Man City,15,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.8,0.0,3.755,1.068,8.767,AVOID
407,Echeverri,Man City,15,MID,5.0,0.0,55.0,1.2,0.24,0.583,2.8,0.0,3.755,1.068,8.767,AVOID
215,Devenny,Crystal Palace,8,MID,5.0,0.0,85.0,1.417,0.2834,0.417,3.0,0.277,3.755,1.385,9.084,AVOID
383,Elliott,Liverpool,14,MID,5.5,0.1,55.0,1.266,0.2302,0.583,2.6,0.037,3.752,1.131,8.823,AVOID
243,Alcaraz,Everton,9,MID,5.0,0.1,85.0,1.417,0.2834,0.417,3.0,0.171,3.745,1.371,9.058,AVOID
244,Armstrong,Everton,9,MID,5.0,0.1,85.0,1.417,0.2834,0.417,3.0,0.101,3.745,1.361,9.058,AVOID
460,Willock,Newcastle,17,MID,5.0,0.1,85.0,1.417,0.2834,0.417,3.0,0.233,3.745,1.379,9.058,AVOID
370,Chiesa,Liverpool,14,MID,5.5,0.2,55.0,1.266,0.2302,0.583,2.6,0.206,3.742,1.15,8.796,AVOID
588,Khalaili,Crystal Palace,8,DEF,5.0,0.0,55.0,1.4,0.28,0.417,3.0,0.0,3.735,1.173,9.033,AVOID
523,Moore,Spurs,19,MID,5.0,0.2,55.0,1.2,0.24,0.583,2.8,0.0,3.735,1.068,8.713,AVOID
510,Rowswell,Spurs,19,DEF,4.0,0.1,20.0,1.05,0.2625,0.583,2.8,0.0,3.73,0.787,8.553,AVOID
509,Byfield,Spurs,19,DEF,4.0,0.1,20.0,1.05,0.2625,0.583,2.8,0.0,3.73,0.787,8.553,AVOID
406,Kovačić,Man City,15,MID,5.5,0.1,55.0,1.244,0.2262,0.583,2.8,0.055,3.728,1.113,8.759,AVOID
583,Chavarria,Chelsea,6,DEF,5.0,0.1,55.0,1.4,0.28,0.417,3.0,0.0,3.725,1.173,9.007,AVOID
441,Obi,Man Utd,16,FWD,4.5,1.2,55.0,1.1,0.2444,0.667,2.8,0.0,3.718,1.007,8.436,AVOID
265,Berge,Fulham,10,MID,5.0,0.4,90.0,1.419,0.2838,0.417,3.6,0.304,3.717,1.418,8.984,AVOID
105,Anthony,Brentford,4,MID,6.0,0.2,55.0,1.283,0.2138,0.583,3.0,0.0,3.702,1.142,8.748,AVOID
126,O'Riley,Brighton,5,MID,5.5,0.1,60.0,1.333,0.2424,0.5,3.0,0.139,3.7,1.194,8.851,AVOID
127,Gomez,Brighton,5,MID,5.0,2.8,90.0,1.5,0.3,0.5,3.0,0.796,3.695,1.619,8.753,AVOID
181,Brau,Coventry City,7,DEF,4.0,0.0,55.0,1.4,0.35,0.25,3.4,0.0,3.695,1.101,9.05,AVOID
178,Bidwell,Coventry City,7,DEF,4.0,0.1,55.0,1.4,0.35,0.25,3.4,0.0,3.685,1.101,9.023,AVOID
177,Kesler-Hayden,Coventry City,7,DEF,4.0,0.1,55.0,1.4,0.35,0.25,3.4,0.0,3.685,1.101,9.023,AVOID
179,Latibeaudiere,Coventry City,7,DEF,4.0,0.1,55.0,1.4,0.35,0.25,3.4,0.0,3.685,1.101,9.023,AVOID
573,Sanchez,Bournemouth,3,DEF,4.5,0.2,55.0,1.4,0.3111,0.333,3.6,0.0,3.683,1.137,8.969,AVOID
180,Woolfenden,Coventry City,7,DEF,4.0,0.2,55.0,1.4,0.35,0.25,3.4,0.0,3.675,1.101,8.997,AVOID
288,Dowell,Hull City,11,MID,4.5,0.4,55.0,1.2,0.2667,0.5,3.2,0.0,3.67,1.037,8.627,AVOID
499,Pedro Porro,Spurs,19,DEF,5.5,23.0,90.0,2.545,0.4627,0.583,2.8,0.542,3.663,2.763,8.57,AVOID
469,N.Williams,Nott'm Forest,18,DEF,5.0,11.2,90.0,2.2,0.44,0.5,3.0,0.598,3.66,2.332,8.613,AVOID
289,Crooks,Hull City,11,MID,4.5,0.6,55.0,1.2,0.2667,0.5,3.2,0.0,3.65,1.037,8.573,AVOID
480,Gibbs-White,Nott'm Forest,18,MID,8.0,11.9,90.0,2.8,0.35,0.5,3.0,1.0,3.65,3.08,9.177,AVOID
304,O'Shea,Ipswich Town,12,DEF,4.0,3.0,55.0,1.4,0.35,0.417,3.2,0.0,3.645,1.173,8.583,AVOID
149,Colwill,Chelsea,6,DEF,5.0,1.7,60.0,1.467,0.2934,0.417,3.0,0.012,3.642,1.258,8.781,AVOID
172,Wilson,Coventry City,7,GKP,4.5,0.6,55.0,1.5,0.3333,0.25,3.4,0.05,3.64,1.185,9.007,AVOID
223,Mateta,Crystal Palace,8,FWD,6.5,6.1,90.0,2.1,0.3231,0.417,3.0,1.0,3.639,2.241,9.022,AVOID
427,Mbeumo,Man Utd,16,MID,8.0,30.6,90.0,2.85,0.3563,0.667,2.8,1.0,3.636,3.323,8.815,AVOID
589,Gourna-Douath,Hull City,11,MID,5.0,0.0,55.0,1.2,0.24,0.5,3.2,0.0,3.63,1.037,8.6,AVOID
58,Forster,Bournemouth,3,GKP,4.0,3.2,55.0,1.5,0.375,0.333,3.6,0.05,3.63,1.224,8.688,AVOID
296,Akintola,Hull City,11,MID,5.0,0.0,55.0,1.2,0.24,0.5,3.2,0.0,3.63,1.037,8.6,AVOID
292,Ömür,Hull City,11,MID,5.0,0.0,55.0,1.2,0.24,0.5,3.2,0.0,3.63,1.037,8.6,AVOID
452,Bruno G.,Arsenal,1,MID,7.0,9.0,90.0,2.455,0.3507,0.417,3.2,1.0,3.627,2.619,9.097,AVOID
174,Kitching,Coventry City,7,DEF,4.0,0.7,55.0,1.4,0.35,0.25,3.4,0.0,3.625,1.101,8.863,AVOID
71,Cook,Bournemouth,3,MID,5.0,0.1,90.0,1.419,0.2838,0.333,3.6,0.059,3.622,1.342,8.897,AVOID
135,Yohanna,Brighton,5,MID,5.0,0.1,55.0,1.2,0.24,0.5,3.0,0.0,3.62,1.037,8.573,AVOID
334,Muharemović,Leeds,13,DEF,5.0,2.4,55.0,1.4,0.28,0.5,2.8,0.0,3.62,1.209,8.56,AVOID
287,Millar,Hull City,11,MID,5.0,0.1,55.0,1.2,0.24,0.5,3.2,0.0,3.62,1.037,8.573,AVOID
558,Schlager,Nott'm Forest,18,MID,5.0,0.1,55.0,1.2,0.24,0.5,3.0,0.0,3.62,1.037,8.573,AVOID
576,Stroud,Hull City,11,MID,5.0,0.1,55.0,1.2,0.24,0.5,3.2,0.0,3.62,1.037,8.573,AVOID
574,Hjertø-Dahl,Hull City,11,MID,5.0,0.1,55.0,1.2,0.24,0.5,3.2,0.0,3.62,1.037,8.573,AVOID
176,Dasilva,Coventry City,7,DEF,4.0,0.8,55.0,1.4,0.35,0.25,3.4,0.0,3.615,1.101,8.837,AVOID
182,Amenda,Coventry City,7,DEF,4.0,0.8,55.0,1.4,0.35,0.25,3.4,0.0,3.615,1.101,8.837,AVOID
171,Dovin,Coventry City,7,GKP,4.0,2.1,55.0,1.5,0.375,0.25,3.4,0.05,3.615,1.185,8.815,AVOID
110,Rushworth,Coventry City,7,GKP,4.5,0.9,55.0,1.5,0.3333,0.25,3.4,0.05,3.61,1.185,8.927,AVOID
566,Silva,Bournemouth,3,DEF,5.0,0.2,55.0,1.4,0.28,0.333,3.6,0.0,3.59,1.137,8.813,AVOID
504,Vuskovic,Brighton,5,DEF,5.0,2.7,55.0,1.4,0.28,0.5,3.0,0.0,3.59,1.209,8.48,AVOID
486,McAtee,Nott'm Forest,18,MID,5.5,0.0,55.0,1.222,0.2222,0.5,3.0,0.055,3.589,1.061,8.555,AVOID
286,Belloumi,Hull City,11,MID,5.0,0.5,55.0,1.2,0.24,0.5,3.2,0.0,3.58,1.037,8.467,AVOID
44,Bailey,Aston Villa,2,MID,5.5,0.1,55.0,1.222,0.2222,0.5,3.0,0.196,3.579,1.076,8.528,AVOID
437,Bendito Mantato,Man Utd,16,MID,4.5,0.2,20.0,0.9,0.2,0.667,2.8,0.001,3.575,0.694,8.08,AVOID
438,Fletcher,Man Utd,16,MID,4.5,0.3,20.0,0.9,0.2,0.667,2.8,0.001,3.565,0.694,8.053,AVOID
20,Dowman,Arsenal,1,MID,5.5,0.1,60.0,1.309,0.238,0.417,3.2,0.149,3.549,1.138,8.615,AVOID
301,Palmer,Ipswich Town,12,GKP,4.0,5.3,55.0,1.5,0.375,0.417,3.2,0.05,3.545,1.263,8.295,AVOID
397,Semenyo,Man City,15,MID,8.5,26.5,90.0,2.952,0.3473,0.583,2.8,1.0,3.54,3.345,8.807,AVOID
108,Wilson,Brentford,4,FWD,5.5,0.4,55.0,1.1,0.2,0.583,3.0,0.0,3.54,0.979,8.26,AVOID
152,Palestra,Chelsea,6,DEF,5.5,2.6,55.0,1.528,0.2778,0.417,3.0,0.0,3.539,1.28,8.585,AVOID
550,Jocelin.T,Sunderland,20,MID,5.0,0.0,33.0,0.9,0.18,0.667,3.2,0.004,3.535,0.743,8.033,AVOID
435,Lacey,Man Utd,16,MID,5.0,0.1,35.0,0.9,0.18,0.667,2.8,0.011,3.525,0.751,8.007,AVOID
565,Sangaré,Brentford,4,MID,5.5,1.9,55.0,1.222,0.2222,0.583,3.0,0.0,3.524,1.087,8.215,AVOID
204,Mitchell,Crystal Palace,8,DEF,4.5,6.7,90.0,1.7,0.3778,0.417,3.0,0.412,3.523,1.717,8.336,AVOID
492,Awoniyi,Nott'm Forest,18,FWD,5.5,0.5,60.0,1.2,0.2182,0.5,3.0,0.445,3.515,1.107,8.358,AVOID
161,Lavia,Chelsea,6,MID,5.0,0.0,55.0,1.2,0.24,0.417,3.0,0.076,3.505,1.013,8.433,AVOID
11,Mosquera,Arsenal,1,DEF,5.5,11.6,85.0,2.319,0.4216,0.417,3.2,0.073,3.505,2.222,8.486,AVOID
314,Ogbene,Ipswich Town,12,MID,5.0,0.0,55.0,1.2,0.24,0.417,3.2,0.0,3.505,1.006,8.433,AVOID
219,J.Rak-Sakyi,Crystal Palace,8,MID,5.0,0.0,55.0,1.2,0.24,0.417,3.0,0.0,3.505,1.006,8.433,AVOID
217,M.França,Crystal Palace,8,MID,5.0,0.0,55.0,1.2,0.24,0.417,3.0,0.0,3.505,1.006,8.433,AVOID
325,Darlow,Man Utd,16,GKP,4.5,0.0,67.5,0.825,0.1833,0.667,2.8,0.05,3.504,0.802,7.9,AVOID
559,Bamba,Newcastle,17,MID,5.0,0.1,55.0,1.2,0.24,0.417,3.0,0.0,3.495,1.006,8.407,AVOID
462,Steur,Newcastle,17,MID,5.0,0.1,55.0,1.2,0.24,0.417,3.0,0.0,3.495,1.006,8.407,AVOID
580,Charles,Fulham,10,MID,5.0,0.1,55.0,1.2,0.24,0.417,3.6,0.0,3.495,1.006,8.407,AVOID
309,Núñez,Ipswich Town,12,MID,5.0,0.1,55.0,1.2,0.24,0.417,3.2,0.0,3.495,1.006,8.407,AVOID
218,Doucouré,Crystal Palace,8,MID,5.0,0.1,55.0,1.2,0.24,0.417,3.0,0.0,3.495,1.006,8.407,AVOID
571,Florentino,Ipswich Town,12,MID,5.0,0.1,55.0,1.2,0.24,0.417,3.2,0.0,3.495,1.006,8.407,AVOID
324,Mehmeti,Ipswich Town,12,MID,5.0,0.1,55.0,1.2,0.24,0.417,3.2,0.0,3.495,1.006,8.407,AVOID
542,E.Le Fée,Sunderland,20,MID,6.0,11.9,90.0,2.062,0.3437,0.667,3.2,1.0,3.475,2.404,8.002,AVOID
270,Reed,Fulham,10,MID,4.5,1.1,60.0,1.2,0.2667,0.417,3.6,0.058,3.475,1.034,8.273,AVOID
290,Slater,Hull City,11,MID,4.5,2.4,55.0,1.2,0.2667,0.5,3.2,0.0,3.47,1.037,8.093,AVOID
348,Piroe,Leeds,13,FWD,5.0,0.5,55.0,1.1,0.22,0.5,2.8,0.103,3.465,0.96,8.167,AVOID
578,Mudryk,Chelsea,6,MID,5.5,0.0,55.0,1.222,0.2222,0.417,3.0,0.0,3.464,1.024,8.388,AVOID
245,Dibling,Everton,9,MID,5.5,0.0,55.0,1.222,0.2222,0.417,3.0,0.034,3.464,1.027,8.388,AVOID
366,Wirtz,Liverpool,14,MID,7.5,14.7,90.0,2.694,0.3592,0.583,2.6,1.0,3.464,3.052,8.431,AVOID
